"","datesong","mean_views","mean_score","min_views","max_views","mean_likes","min_likes","max_likes","vid_name","ytub_url","art_name","d_posted","cartist","colab"
"1","98_https://www.youtube.com/watch?v=OjclGogOWB8",1288.70072992701,0,1274,1299,17,17,17,"Siku Poa","https://www.youtube.com/watch?v=OjclGogOWB8","Masha  Ala-C",1396040400,"masha","no"
"2","100_https://www.youtube.com/watch?v=TG6GNFDh4iU",74025.6350364963,3,73589,74451,0,0,0,"Change","https://www.youtube.com/watch?v=TG6GNFDh4iU","Sanaipei  Ala-C 
Alpha Msanii
Avril 
Jimw@t 
Jua Cali 
King Kaka
Marya",1361566800,"sanaipei","yes"
"3","100_https://www.youtube.com/watch?v=TG6GNFDh4iU",74025.6350364963,3,73589,74451,0,0,0,"Change","https://www.youtube.com/watch?v=TG6GNFDh4iU","Sanaipei  Ala-C 
Alpha Msanii
Avril 
Jimw@t 
Jua Cali 
King Kaka
Marya",1361566800,"cali","yes"
"1043","1082_https://www.youtube.com/watch?v=b_C12mrXJ-I",21.2279411764706,0,19,23,1,1,1,"Focus","https://www.youtube.com/watch?v=b_C12mrXJ-I","Dan Gee Emma 
Holy Dave",1392930000,"dave","yes"
"1044","1082_https://www.youtube.com/watch?v=b_C12mrXJ-I",21.2279411764706,0,19,23,1,1,1,"Focus","https://www.youtube.com/watch?v=b_C12mrXJ-I","Dan Gee Emma 
Holy Dave",1392930000,"dangee","yes"
"1045","1084_https://www.youtube.com/watch?v=Z94ttoxoSVQ",1238.19117647059,0,1214,1286,26.2426470588235,26,27," More Cheddar","https://www.youtube.com/watch?v=Z94ttoxoSVQ","E-M-Cee  Dandy Boy
Oksyde 
Shamz",1421442000,"dandy","no"
"1046","1085_https://www.youtube.com/watch?v=qd921pK71CI",53392.0073529412,2,52978,53849,259.007352941176,258,261,"Twende Kazi","https://www.youtube.com/watch?v=qd921pK71CI","Daddy Owen Danny 
Denno 
Emmy Kosgei
Karun 
Wyre",1354136400,"danny","yes"
"1047","1085_https://www.youtube.com/watch?v=qd921pK71CI",53392.0073529412,2,52978,53849,259.007352941176,258,261,"Twende Kazi","https://www.youtube.com/watch?v=qd921pK71CI","Daddy Owen Danny 
Denno 
Emmy Kosgei
Karun 
Wyre",1354136400,"daddyowen","yes"
"1048","1086_https://www.youtube.com/watch?v=eUmLPLI6ub4",5249.07352941176,7.07352941176471,4679,5887,120.757352941176,113,128,"Ee Mwoyo","https://www.youtube.com/watch?v=eUmLPLI6ub4","Danny Gift",1440709200,"dannygift","no"
"1049","1087_https://www.youtube.com/watch?v=-9EJDucaS2c",2642.44852941176,1,2391,2910,25.5,22,29,"Haijalishi","https://www.youtube.com/watch?v=-9EJDucaS2c","Mr T Danny Gift",1423774800,"mrt","yes"
"1050","1087_https://www.youtube.com/watch?v=-9EJDucaS2c",2642.44852941176,1,2391,2910,25.5,22,29,"Haijalishi","https://www.youtube.com/watch?v=-9EJDucaS2c","Mr T Danny Gift",1423774800,"dannygift","yes"
"1051","1088_https://www.youtube.com/watch?v=XJnpYtx5eOo",17619.6544117647,4,16876,18370,96.9705882352941,93,102,"Wakati Remix","https://www.youtube.com/watch?v=XJnpYtx5eOo","Fidel Atondola  Bern 
Danny Gift
Maxyn 
Pitson 
Rigan  Sarkozi
Simbo Owade
Slejj",1415307600,"bern","yes"
"1052","1088_https://www.youtube.com/watch?v=XJnpYtx5eOo",17619.6544117647,4,16876,18370,96.9705882352941,93,102,"Wakati Remix","https://www.youtube.com/watch?v=XJnpYtx5eOo","Fidel Atondola  Bern 
Danny Gift
Maxyn 
Pitson 
Rigan  Sarkozi
Simbo Owade
Slejj",1415307600,"fidelatondola","yes"
"1053","1089_https://www.youtube.com/watch?v=MSe7ezWfl-Q",10252.1764705882,2,9833,10717,117.352941176471,114,123,"Mi Naomba","https://www.youtube.com/watch?v=MSe7ezWfl-Q","Danny Gift",1412715600,"dannygift","no"
"1054","1090_https://www.youtube.com/watch?v=7DEqadTNr9Y",529.705882352941,0,522,538,7,7,7,"Tunza Penzi","https://www.youtube.com/watch?v=7DEqadTNr9Y","Camp David Danny Gift",1399582800,"campdavid","yes"
"1055","1090_https://www.youtube.com/watch?v=7DEqadTNr9Y",529.705882352941,0,522,538,7,7,7,"Tunza Penzi","https://www.youtube.com/watch?v=7DEqadTNr9Y","Camp David Danny Gift",1399582800,"dannygift","yes"
"1056","1091_https://www.youtube.com/watch?v=M8L5FX1njpU",15077.3970588235,1,14467,15653,114.897058823529,113,118," Sawa Sawa","https://www.youtube.com/watch?v=M8L5FX1njpU","Danny Gift",1388782800,"dannygift","no"
"1057","1092_https://www.youtube.com/watch?v=XCc54qiqvyo",2957.18382352941,0,2911,3006,22,22,22,"Not Afraid","https://www.youtube.com/watch?v=XCc54qiqvyo","Em-Nash  Danny Gift
Mr T",1384290000,"danny","yes"
"1058","1092_https://www.youtube.com/watch?v=XCc54qiqvyo",2957.18382352941,0,2911,3006,22,22,22,"Not Afraid","https://www.youtube.com/watch?v=XCc54qiqvyo","Em-Nash  Danny Gift
Mr T",1384290000,"t","yes"
"1059","1093_https://www.youtube.com/watch?v=nXBMiNxJ5NY",327182.470588235,23,311600,341464,886.441176470588,854,917,"Kazi Ya Msalaba","https://www.youtube.com/watch?v=nXBMiNxJ5NY","Daddy Owen Danny Gift",1382302800,"daddyowen","yes"
"1060","1093_https://www.youtube.com/watch?v=nXBMiNxJ5NY",327182.470588235,23,311600,341464,886.441176470588,854,917,"Kazi Ya Msalaba","https://www.youtube.com/watch?v=nXBMiNxJ5NY","Daddy Owen Danny Gift",1382302800,"dannygift","yes"
"1061","1094_https://www.youtube.com/watch?v=xgLLMdY-als",923.183823529412,0,907,937,12,12,12,"My Wheel","https://www.youtube.com/watch?v=xgLLMdY-als","Mary Eliuds Danny Gift",1372194000,"maryeliuds","yes"
